title,date,category,url
IFSC World Cup Hachioji 2023,21 April - 23 April 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1291&result=3
IFSC World Cup Hachioji 2023,21 April - 23 April 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1291&result=7
IFSC World Cup Seoul 2023,28 April - 30 April 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1292&result=3
IFSC World Cup Seoul 2023,28 April - 30 April 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1292&result=7
IFSC World Cup Seoul 2023,28 April - 30 April 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1292&result=2
IFSC World Cup Seoul 2023,28 April - 30 April 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1292&result=6
IFSC World Cup Jakarta 2023,6 May - 7 May 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1293&result=2
IFSC World Cup Jakarta 2023,6 May - 7 May 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1293&result=6
IFSC World Cup Salt Lake City 2023,19 May - 21 May 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1294&result=3
IFSC World Cup Salt Lake City 2023,19 May - 21 May 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1294&result=7
IFSC World Cup Salt Lake City 2023,19 May - 21 May 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1294&result=2
IFSC World Cup Salt Lake City 2023,19 May - 21 May 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1294&result=6
IFSC World Cup Prague 2023,2 June - 4 June 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1295&result=3
IFSC World Cup Prague 2023,2 June - 4 June 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1295&result=7
IFSC World Cup Brixen 2023,9 June - 11 June 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1296&result=3
IFSC World Cup Brixen 2023,9 June - 11 June 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1296&result=7
IFSC World Cup Innsbruck 2023,14 June - 18 June 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1297&result=3
IFSC World Cup Innsbruck 2023,14 June - 18 June 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1297&result=7
IFSC World Cup Innsbruck 2023,14 June - 18 June 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1297&result=1
IFSC World Cup Innsbruck 2023,14 June - 18 June 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1297&result=5
IFSC World Cup Villars 2023,30 June - 2 July 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1298&result=1
IFSC World Cup Villars 2023,30 June - 2 July 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1298&result=5
IFSC World Cup Villars 2023,30 June - 2 July 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1298&result=2
IFSC World Cup Villars 2023,30 June - 2 July 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1298&result=6
IFSC World Cup Chamonix 2023,7 July - 9 July 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1299&result=1
IFSC World Cup Chamonix 2023,7 July - 9 July 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1299&result=5
IFSC World Cup Chamonix 2023,7 July - 9 July 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1299&result=2
IFSC World Cup Chamonix 2023,7 July - 9 July 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1299&result=6
IFSC World Cup Briançon 2023,14 July - 15 July 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1300&result=1
IFSC World Cup Briançon 2023,14 July - 15 July 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1300&result=5
IFSC World Championships Bern 2023,1 August - 12 August 2023,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1301&result=3
IFSC World Championships Bern 2023,1 August - 12 August 2023,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1301&result=7
IFSC World Championships Bern 2023,1 August - 12 August 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1301&result=1
IFSC World Championships Bern 2023,1 August - 12 August 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1301&result=5
IFSC World Championships Bern 2023,1 August - 12 August 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1301&result=2
IFSC World Championships Bern 2023,1 August - 12 August 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1301&result=6
IFSC World Championships Bern 2023,1 August - 12 August 2023,BOULDER&LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1301&result=617
IFSC World Championships Bern 2023,1 August - 12 August 2023,BOULDER&LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1301&result=618
IFSC World Cup Koper 2023,8 September - 9 September 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1302&result=1
IFSC World Cup Koper 2023,8 September - 9 September 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1302&result=5
IFSC World Cup Wujiang 2023,22 September - 24 September 2023,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1303&result=1
IFSC World Cup Wujiang 2023,22 September - 24 September 2023,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1303&result=5
IFSC World Cup Wujiang 2023,22 September - 24 September 2023,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1303&result=2
IFSC World Cup Wujiang 2023,22 September - 24 September 2023,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1303&result=6
